track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
infinite,bassnectar,5E6VsCVBkTErJYiXmiAKjQ,0.576,0.856,1,-3.047,0,0.145,0.00122,0.000187,0.0748,0.167,88.006,4,N,1
synthetic overture (satan's lullaby),ata ebtekar,0QrwRdXmM17kplwcu0hMpR,0.234,0.152,10,-17.391,0,0.0361,0.993,0.154,0.105,0.0668,67.28,3,N,7
the last klondike bar,darryl lenox,3gTeHnpS6z8XbA7eY9eiZh,0.565,0.72,4,-10.933,1,0.927,0.797,0.0,0.769,0.181,92.047,4,N,5
cantando a vida,mc neguinho do kaxeta,4wacueDzuxwZiM5Rrz0z6Y,0.809,0.583,3,-7.32,0,0.117,0.191,0.0,0.102,0.892,163.991,4,N,1
violet,hole,6CHENx8iqzMwavTIz8s0gm,0.287,0.78,7,-6.493,1,0.0469,0.049,3.71e-05,0.184,0.383,167.278,4,N,0
nevěřim na lásku,sickbrain,0Dy62496e52Zqq8Sk6zhmR,0.57,0.796,2,-7.109,1,0.155,0.185,0.0,0.59,0.573,99.703,4,N,4
saturn,stevie wonder,5RgWdJs6H52nMyZFQspQWH,0.54,0.485,0,-13.164,1,0.0372,0.354,0.0,0.634,0.21,87.58,4,N,4
groove la afrika - extended mix,melé,66xLtt3JqvC7Vp9Bg3kvCA,0.916,0.8,7,-5.374,1,0.262,0.0099,0.857,0.0692,0.113,126.997,4,N,3
思念喲,jody chiang,5jEuSKARWwxe8w3bdu0OLn,0.605,0.518,2,-5.636,0,0.0248,0.323,0.00117,0.212,0.253,123.973,3,N,1
idontknow,jamie xx,7nSBHckG4tTFkp0xqNZDs5,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,4,N,3
doof doof untz untz - original mix,s3rl,35oyMMD6nGdteWkNnMjUYl,0.571,0.963,2,-1.559,1,0.0968,0.00161,0.32,0.0822,0.744,175.039,4,N,0
leisure,israeli chicks,5DLOpXvShlphkFSlAIwdDv,0.386,0.854,9,-5.403,1,0.06,0.00452,0.031,0.109,0.273,147.089,4,N,0
laboratory,soheil soheili,6QItnqxIr7CCSZ4QoSmsnb,0.101,0.516,7,-12.037,0,0.0563,0.973,0.573,0.0738,0.0324,91.042,3,N,7
i be u be,high valley,1zMGZrrUG26o0pkfOPfHbo,0.442,0.746,7,-5.883,1,0.0335,0.0074,0.0,0.0996,0.414,126.035,4,N,0
demorô,criolo,3QXOsRFg1iszsknRB8QDCR,0.755,0.709,1,-5.066,0,0.289,0.0528,0.0,0.0825,0.657,140.989,4,N,1
春空,鈴木鈴木,3kzXdNINra4vMO7DRYnQET,0.309,0.571,7,-4.919,1,0.0668,0.631,0.0,0.334,0.455,74.158,4,N,2
dont cry,bugle,5fjNClL1OmB97luqYOUvU5,0.631,0.512,11,-7.505,0,0.075,0.58,1.04e-05,0.136,0.408,107.767,5,N,1
fluir,carajo,0LTgkQ12Oe6l15MK78H6sZ,0.454,0.832,8,-4.097,1,0.0649,0.0081,0.0,0.194,0.324,173.646,4,N,0
大約在冬季,音樂磁場,5rbVJ12Q2P0wSp7LEksBx4,0.616,0.341,5,-13.283,0,0.0278,0.946,0.00158,0.133,0.332,146.054,4,N,2
a-a o!,hidra,7GKiypIy4lqy5Tvyxqnngd,0.78,0.702,1,-9.178,1,0.144,0.266,0.000609,0.0896,0.38,149.986,4,N,6
viestintuoja,stam1na,1TacUsxeCeuc04dpDMxmTH,0.407,0.957,9,-1.84,1,0.0693,0.00149,0.0002,0.176,0.372,141.595,4,N,0
トワイライト―夕暮れ便り―,akina nakamori,5wHVeIvZq2yYUX0mAmp3wH,0.535,0.614,8,-5.06,0,0.0243,0.454,0.000496,0.395,0.259,96.483,4,N,1
トキトキメキメキ,nogizaka46,4J7PDtfmPoVDRufv2ch6Jh,0.574,0.97,5,-3.361,0,0.0842,0.0291,0.0,0.19,0.763,145.051,4,N,1
bumblebee (buzz buzz),the laurie berkner band,2PvU8jWUVbGiIQ9QsiHPQL,0.835,0.29,2,-12.853,1,0.0425,0.588,7.08e-06,0.0978,0.718,96.24,4,N,6
nopturnia,paipy,0yAoLxOVvKF8F9Fl3HOQYw,0.453,0.995,1,-5.429,1,0.13,0.0127,0.964,0.118,0.184,140.02,4,N,3
i.f.l.y.,bazzi,4a6q8CR2hzLk2plDkSxkfD,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,4,N,6
tonight tonight,hot chelle rae,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4,N,6
take me tonight,alexander klaws,0bqYAmk71YasEVxCBnyRak,0.55,0.49,8,-8.576,1,0.0318,0.498,0.0,0.151,0.368,143.953,4,N,2
deep cracks,fogdream,7zQqLegPosxGECgeN0oRXG,0.763,0.368,5,-13.875,0,0.0892,0.29,0.861,0.102,0.665,75.993,4,N,3
одевэс - колечки бирюзовые,vadim kozin,56ZB19eqTsiuSkAz5aQIuc,0.62,0.213,5,-14.271,0,0.0773,0.993,0.0,0.179,0.569,102.123,4,N,2
her voice - super bass mix,builder,2xZxWyC2yc3joNZTBIA5cn,0.636,0.594,5,-8.745,0,0.0724,0.00032,0.705,0.0955,0.336,144.99,4,N,3
"the very, very, very strongest",kato,4DfkwB6vDZBQb4jt7BhRGB,0.548,0.34,9,-12.659,0,0.029,0.877,0.861,0.139,0.238,82.026,4,N,7
se fosse por mim,murica,5U0djhxrJK2MJOF84yxTOA,0.57,0.695,2,-8.238,1,0.316,0.507,0.0,0.129,0.635,88.072,4,N,6
quiero,miranda!,23MbmgpUSb10XQjJv2zZEt,0.831,0.755,9,-4.659,1,0.0428,0.0534,0.00314,0.379,0.976,131.001,4,N,6
hintergrund meer,meeresrauschen,4lGyXEXoscKsvU4DMLEPYy,0.0882,0.999,6,-18.486,1,0.0542,0.375,0.99,0.892,1e-05,87.484,4,N,4
hey diddle diddle,the kiboomers,528NNybep9h1Shmd2EKJ9N,0.45,0.244,1,-21.801,1,0.0455,0.965,0.649,0.0594,0.0634,180.119,3,N,7
eat the heart,aril brikha,7LAfgZiMw2A4Ub035myCox,0.808,0.849,10,-11.605,1,0.0537,0.000919,0.883,0.112,0.318,116.996,4,N,3
comics,caravan palace,2n8psyU2akyh6VkWE6wcug,0.554,0.848,1,-4.857,1,0.0817,0.000867,0.0301,0.42,0.562,90.001,4,N,6
eu creio (believe for it) - ao vivo,sarah beatriz,5CyCqSgL6Df4WoXo2eQVcJ,0.317,0.623,7,-7.461,1,0.0375,0.0341,0.0,0.136,0.154,157.638,4,N,0
holy roar,chris tomlin,2IPWIK1PH9ArgXTaKmk7Ly,0.444,0.829,10,-4.997,1,0.0455,0.00244,0.0,0.0695,0.337,156.146,4,N,0
afternoon,anxious,5bNeopFRcJDHsdKwfLr3rV,0.234,0.99,4,-5.627,1,0.0825,2.53e-05,0.213,0.343,0.21,92.245,4,N,0
little liza jane,adam steffey,6ZoPj6DeUFHUyL42c3HjDc,0.399,0.881,9,-4.563,1,0.0396,0.447,0.9,0.177,0.958,170.332,4,N,3
happy viche,grupo niche,34W3Q8qPGPyyb0J6GCsTwc,0.782,0.72,9,-6.664,0,0.0742,0.425,1.07e-06,0.683,0.605,102.694,4,N,4
marvin - ao vivo,titãs,11kmPqb02yGcZtLilUoHMd,0.708,0.832,11,-3.652,1,0.212,0.382,0.0,0.334,0.806,176.349,4,N,6
kaksi reittiä yksi suunta,stam1na,02y96Zdqq5Bb3bCK4nDWVE,0.51,0.996,5,-4.13,1,0.133,0.00018,0.000687,0.315,0.038,109.952,4,N,0
heartaches by the number,ray price,361wxJRa6M2sH1Epy2MAC1,0.515,0.603,10,-6.246,1,0.0318,0.639,0.0,0.121,0.892,127.151,4,N,6
never tear us apart,bishop briggs,0zdzgfhY18Au7dD1hOrTrX,0.372,0.6,4,-6.027,0,0.0351,0.00643,3.37e-05,0.139,0.0753,188.96,3,N,0
toprak,allame,3aSrj9NKKBlZ3PSg2PFB17,0.77,0.825,7,-4.985,1,0.196,0.302,0.0,0.362,0.651,136.046,4,N,6
take me up,ralphi rosario,2iykEXzfyHvoaw89vasj2v,0.811,0.673,2,-12.127,1,0.0597,0.00162,0.0422,0.679,0.44,126.019,4,N,4
follow the sun,xavier rudd,3Y7fpFZbHLpAvWJJYGehz0,0.611,0.394,0,-10.757,1,0.0416,0.534,4.68e-05,0.108,0.202,123.941,4,N,2
happiness jones/express yourself - live at the fillmore,the wood brothers,3bviXo8C7OAuhIA9U9cQMH,0.533,0.819,2,-6.437,1,0.0625,0.0743,5.51e-05,0.903,0.686,88.897,4,N,4
lydia,highly suspect,7yoBjKO6cCnK3zV8gr1k4e,0.417,0.706,6,-4.652,0,0.0945,0.00933,0.000572,0.474,0.512,127.884,4,N,1
disquiet,stumbleine,7KHHvN63lOHzdcw84QFjMZ,0.233,0.41,10,-13.802,1,0.0427,0.95,0.916,0.166,0.163,80.201,4,N,7
reclaim,farzad golpayegani,042SboYZqL7Cx4mmggMzGx,0.278,0.914,11,-4.151,0,0.0859,0.00223,0.528,0.0531,0.733,103.435,3,N,1
trouble with you,riley green,7KFDQGhs0YtDCjmoayP48I,0.764,0.646,6,-6.919,1,0.0403,0.254,0.0,0.113,0.434,96.041,4,N,6
gracias a pesar de todo,eladia blazquez,4DvWFLfDcAXvVQ1mW3AbZt,0.452,0.182,0,-14.701,1,0.0747,0.864,0.0,0.0603,0.21,85.766,3,N,2
d is for dangerous,arctic monkeys,45QyGXbqTWaFUrIKe2ugs3,0.551,0.928,1,-4.776,1,0.0365,1.05e-05,0.000108,0.145,0.736,145.057,4,N,6
"taste (lee know, hyunjin, felix)",stray kids,05ib88vsMeLfwlAfrZyz99,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,4,N,1
looking at the world through a window,from overseas,1bsSaYmy0vOUH8tux2hAYV,0.142,0.112,4,-20.806,1,0.0407,0.906,0.967,0.0751,0.05,101.366,4,N,7
"water fall white noise: environmental sounds for rem sleep, dreaming, masking tinnitus",natural white noise relaxation,2wY3IEAH3ARw82py4NCXFo,0.0,0.493,10,-16.919,0,0.0,0.161,0.998,0.554,0.0,0.0,0,N,8
la corona,cyclo,6indn0fTsUOGYKzO25FXvR,0.492,0.827,9,-6.325,0,0.181,0.159,0.0,0.0987,0.157,100.381,4,N,1
wielki mizogin,odraza,3pRYJJpoooF552RU4FYG8m,0.239,0.982,6,-5.466,0,0.186,0.000128,0.0102,0.729,0.12,159.926,4,N,4
snoozin' (live),andrew norelli,4CFNwR9sfNZer8x1VobgGd,0.538,0.522,0,-16.234,1,0.936,0.745,0.0,0.717,0.554,94.042,3,N,5
when i come back again,trampled by turtles,5Z8KoLIQHnzZ2VNjyd3qp7,0.606,0.572,7,-5.257,1,0.0273,0.154,0.000639,0.108,0.423,91.986,4,N,6
dark wood,justnormal,4NQvsvvX5UFFXZpXj9hkvA,0.724,0.24,6,-13.317,1,0.275,0.822,0.415,0.115,0.461,173.945,4,N,2
that beat - mad raf and tom zenith remix,avrosse,3nhpqun7WsuVUdNeywQeYy,0.804,0.883,11,-7.371,0,0.0617,0.00107,0.775,0.146,0.249,128.014,4,N,3
rising tide,ochre,5NcpaEF6lcJMFC4ggxKTXc,0.533,0.227,5,-17.876,1,0.0295,0.66,0.906,0.138,0.0398,86.0,4,N,7
blanket,joshua ali,6lBeSL3pBNopVHTTDorpAj,0.851,0.865,5,-5.779,0,0.138,0.232,0.0,0.182,0.957,99.972,4,N,1
lose control,jj lin,1Mut1YA6ZxKZ7F6MKsMSQu,0.56,0.75,0,-5.885,1,0.0816,0.223,0.427,0.204,0.279,100.077,4,N,3
morbo,arca,4XTimrKnrQdKN5ii0eW98O,0.75,0.738,1,-10.116,1,0.277,0.307,0.0188,0.0976,0.679,113.534,4,N,6
bahama breeze,"sarah, the illstrumentalist",5cMHH1V7mG0gHKZNo79WCL,0.756,0.4,6,-8.383,1,0.0676,0.554,0.508,0.426,0.568,88.983,4,N,6
cruise control,dub pistols,6rq76xxJdso6sC86Kumv85,0.869,0.825,7,-9.285,1,0.109,0.0668,0.000619,0.229,0.789,115.002,4,N,6
livin' on the edge,aerosmith,6OZAcgTPxmjUTuiatU0Viq,0.341,0.862,2,-4.256,1,0.032,0.000437,0.563,0.218,0.29,84.42,4,N,3
tired,stone sour,1q9ru9Wx2Q9Ez8irkGcyFa,0.312,0.934,3,-3.793,0,0.0683,0.000606,6.76e-05,0.115,0.471,201.991,4,N,0
we are one,12 stones,4lhqal0Hq63U2wETCeBdG1,0.444,0.974,5,-4.041,0,0.114,0.000119,1.64e-05,0.233,0.306,127.102,4,N,0
black life,navaan sandhu,07fDD54BLVrdAvM4krVGlG,0.677,0.682,3,-6.518,0,0.137,0.00392,0.0,0.181,0.646,89.81,4,N,1
naufrage contemporain,akitsa,4OcselaNWxmd2leSIlT2Uu,0.245,0.991,3,-7.851,1,0.0483,0.000306,0.893,0.197,0.031,194.789,4,N,3
me siento,señor kino,5nIEi5tlzrUqIRN5fa060H,0.476,0.81,11,-8.245,1,0.0391,9.35e-05,0.00192,0.156,0.701,97.505,4,N,6
acid pants,orbital,36VlnS3Mx6H2rTVL9utqAO,0.626,0.879,6,-7.853,1,0.072,0.00607,0.777,0.333,0.523,140.032,5,N,3
make a move,emma wahlin,4D9QMZ3n8OupOPdxU0MMBS,0.822,0.591,9,-6.615,0,0.0515,0.0133,0.147,0.114,0.384,124.015,4,N,1
jets,bonobo,3cg38isdTrBH63B4BMywsw,0.698,0.605,1,-8.493,1,0.0653,0.257,0.302,0.102,0.467,88.033,4,N,6
夜に駆ける,yoasobi,6MCjmGYlw6mQVWRFVgBRvB,0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,4,N,6
we stand corrected,disrupt,7FIVwwom9PjxFwwmJeLl9v,0.372,0.993,3,-6.952,1,0.152,6.23e-05,0.0113,0.132,0.194,105.82,3,N,0
nil,christian löffler,5G3ZKjCHie2Ikr3I4QCQGt,0.829,0.176,6,-23.885,0,0.0545,0.216,0.722,0.0952,0.143,120.008,4,N,7
你啊你啊 - 電視劇「用九柑仔店」插曲,waa wei,4nyO1azSuhT5JrETvzEahs,0.585,0.187,9,-12.514,1,0.0364,0.903,0.0,0.0929,0.179,123.862,4,N,2
lluvia de amor,david pabon,3kZ7Zceq5hU9qPoxMwqnTd,0.485,0.722,2,-8.309,1,0.0413,0.413,2.7e-05,0.111,0.597,168.925,4,N,0
stab,the pine box boys,67AqPiFK9smFge9abEKsyd,0.547,0.708,0,-9.247,1,0.0712,0.0617,0.0,0.095,0.706,147.068,4,N,6
come on over,royal blood,5xomksmfjLCXKfriOCnSUg,0.505,0.906,7,-5.127,1,0.0399,0.000333,0.000127,0.29,0.553,107.855,4,N,0
the life game,rusty evans,2nggRgWrhRuxiFyKKz9hiW,0.479,0.825,5,-7.388,1,0.044,0.178,0.0,0.253,0.94,120.646,4,N,6
get a life,freestylers,4gFL3QgCRx0o1B5KjlkCR1,0.71,0.952,11,-6.286,0,0.0557,0.0232,0.000121,0.286,0.889,137.976,4,N,1
här och nu,thorsten flinck,78lA0dzTRBVztaaaanp0xv,0.614,0.682,9,-6.589,0,0.0243,0.0241,0.00151,0.3,0.822,104.005,5,N,1
two sisters,clannad,1PgPcLmRHpOPOrzUCMEX6p,0.705,0.328,0,-13.466,1,0.0663,0.858,0.0,0.138,0.583,92.603,4,N,2
island of adventure (wish outdoor anthem 2014) - original mix,adrenalize,6PjkJ8HoNWQD1OCOuTz0qf,0.582,0.916,11,-7.318,0,0.0592,0.0342,0.0869,0.232,0.542,149.992,4,N,1
dominó - ao vivo,samprazer,0ggkHZbFGmofl9743xx6JO,0.547,0.675,9,-7.088,1,0.0295,0.556,0.0,0.963,0.735,79.048,4,N,4
decrepit christ,hellripper,3ggXdeQBlC0DVTZ5IGz0BL,0.307,0.997,5,-3.519,0,0.174,0.000729,0.173,0.0411,0.134,174.032,4,N,0
ease,whirr,0i5zjtoRR0U2715BEgUsdS,0.28,0.94,4,-5.597,0,0.0535,0.000832,0.781,0.156,0.406,159.188,4,N,3
everybody have a good time,paul johnson,2JTctTRQd5ZMyqmepVjOH2,0.705,0.797,2,-6.962,1,0.0285,6.13e-05,0.0104,0.32,0.77,127.996,4,N,6
why wi chop,fully bad,7eurVnY3op0upO9388sl7Q,0.602,0.568,1,-4.628,1,0.358,0.183,0.0,0.124,0.267,134.466,5,N,6
el,los strwck,0zYccpxhB9PqDVo47BydXx,0.375,0.439,11,-10.962,1,0.0476,0.533,0.0,0.117,0.467,173.626,3,N,2
christmas through your eyes,lady a,01ZUp6PoqFuRtMTMODnPOf,0.584,0.579,1,-7.347,1,0.024,0.428,3.66e-05,0.302,0.256,99.024,4,N,2
lights,brox,50yvBhmvDKCpc7Yzwobew6,0.646,0.647,8,-8.549,0,0.0686,0.0254,0.407,0.383,0.426,140.009,4,N,1
decaying,capitalist casualties,1MF0kjpj7JXaZUKlK5Nw9y,0.294,0.847,8,-12.604,1,0.0365,4.9e-06,0.901,0.143,0.921,99.527,4,N,3
浪人情歌,wu bai,6WttjgrcxCq1CZnydPVVvt,0.5,0.365,7,-14.018,0,0.0338,0.63,0.0,0.143,0.543,106.769,3,N,2
thank you for being a friend,andrew gold,5yNUgA66PbcPIJPOU2eBwR,0.695,0.568,3,-13.572,1,0.0294,0.166,0.0,0.125,0.786,111.887,4,N,6
o come all ye faithful - remastered/1990,nat king cole,7h2ZqTG1wdqotTFBpi13f5,0.227,0.178,5,-13.97,1,0.0282,0.882,0.0,0.15,0.213,89.295,4,N,2
mapplethorpe grey (remix),pig destroyer,6xALeZgLjqn3dvqBYNF5GK,0.282,0.97,10,-4.351,0,0.179,2.45e-05,0.0161,0.231,0.24,94.489,4,N,0
ganhar o mundo,thiago ramalho,0xdtum25Kqqr7v1tUIdJpf,0.653,0.368,4,-10.887,0,0.046,0.0764,3.55e-05,0.224,0.104,126.006,4,N,1
never gonna be alone,nickelback,7aySoZnwt7c6lA54qVVUOk,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,4,N,6
kalpsiz,badem,3VKQHcllVFNbn1n5M5bnyE,0.443,0.839,4,-4.063,0,0.0609,0.0671,8.65e-06,0.356,0.505,169.942,4,N,0
500天,sophie chen,3tHqubDUl1OHGgGz87YreF,0.595,0.666,10,-3.466,1,0.0337,0.388,0.0,0.13,0.516,137.985,4,N,6
al patibulo,machuca,6uRMXRNCBpaktq4NowreZG,0.441,0.9,5,-9.232,1,0.0677,0.0941,0.0,0.449,0.353,144.94,4,N,0
słońce,vivat,6o1oqcWqExA2OkEZR9leig,0.728,0.815,4,-4.55,0,0.0487,0.186,0.0,0.109,0.904,127.995,4,N,1
superlove,royal republic,4MmvFny29BvlMduZFDDWbv,0.623,0.58,11,-5.66,0,0.0392,0.00512,0.00752,0.0961,0.778,109.998,4,N,1
know your enemy,green day,5qtwzv99vOr5UTwnTixn7j,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,4,N,6
curious beauty,dan gibson's solitudes,7u02B0AULoxze1og8i4bNO,0.294,0.132,2,-15.703,1,0.0445,0.972,0.0474,0.0992,0.0358,69.944,5,N,2
ねぇ、ねぶって,maharajan,6teOWjT24uUOb9EkSPhIEA,0.374,0.806,8,-5.58,1,0.147,0.000845,7.95e-05,0.0457,0.875,173.584,4,N,0
me voy pa' la habana,alquimia la sonora del xxi,6QMVzgc9sQ7cfaUo36IAKa,0.698,0.926,11,-3.168,0,0.035,0.427,0.00824,0.024,0.955,179.042,4,N,1
jumpin' east of java,the brian setzer orchestra,7lEB9zJVSZjohbGGfiFsc6,0.318,0.941,10,-4.921,0,0.164,0.00262,5.46e-05,0.128,0.547,203.888,4,N,0
she say,vybz kartel,5s0EfEeKJcmqfE4nalOvcG,0.845,0.841,1,-4.983,1,0.208,0.261,0.0,0.0375,0.584,105.99,4,N,6
you must be the one,ten city,1l4na8umvWvqxRJcsV5Cha,0.719,0.552,8,-14.615,1,0.0479,0.134,1.45e-05,0.268,0.765,120.347,4,N,6
overgrown,tenno,0UtZHPDlzD9EOVOC68oUvd,0.493,0.312,8,-15.138,0,0.0386,0.742,0.925,0.115,0.153,134.063,4,N,7
kazma,barış manço,3xhCFHtMLqsVJLCz18tO38,0.696,0.539,9,-16.141,0,0.0914,0.537,7.61e-05,0.177,0.821,125.048,4,N,1
happen,nick hakim,3x5GkihYMx1wdoXVFAwRyZ,0.648,0.403,7,-7.038,1,0.0301,0.159,0.761,0.115,0.265,122.009,4,N,3
take the party outside,cupid,4lNeiX574igFWQrKPPCNU9,0.837,0.792,0,-6.588,1,0.17,0.00228,0.0,0.4,0.72,101.486,4,N,6
you've lost that lovin' feelin',the righteous brothers,6AeyHqzNHJthYJbn0tvJ4b,0.369,0.305,1,-14.303,1,0.0267,0.522,0.0,0.0579,0.376,94.791,4,N,2
you,chronic law,3hWm37kdvJ4fcP8bC3S3v0,0.536,0.707,11,-9.226,0,0.235,0.194,0.0,0.102,0.562,133.076,5,N,1
i'm not your mother,blake babies,0W8aG3ZDwyGZHPsf4oGNeU,0.564,0.753,7,-8.686,1,0.0283,0.0485,0.000116,0.331,0.711,145.087,4,N,6
just for you,giovanni,2IpsTesx5O1ejvg4A7DeYY,0.297,0.372,9,-12.721,0,0.032,0.881,0.78,0.0799,0.202,97.172,4,N,7
"es ist nicht leicht, ein narr zu sein",rolf zuckowski,7tm4mo28N6awv1qJOX527B,0.831,0.794,7,-8.053,1,0.0559,0.659,0.0,0.98,0.939,120.973,4,N,4
those eyes,new west,2psRActEWsTlYYd7EDoyVR,0.593,0.354,4,-8.27,1,0.0279,0.698,3.55e-05,0.293,0.241,120.01,3,N,2
zenzenzense - original version,radwimps,57Hk29LVcJAaGSFYQSuOKM,0.29,0.878,11,-2.972,1,0.137,0.000371,0.0,0.0759,0.518,189.857,4,N,0
holding back the years,simply red,1yg7fwwYmx9DQ2TdXUmfpJ,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,4,N,1
tem que ser pra sempre,mayck & lyan,6ZL2Z40qnKbupyugPE9xmV,0.706,0.636,2,-4.14,1,0.0285,0.746,0.0,0.171,0.453,129.949,4,N,6
lionheart,emancipator,1MfZ0TFSbzeWtZSZWlScxz,0.473,0.52,4,-12.013,0,0.0327,0.61,0.931,0.0876,0.204,182.056,4,N,3
sleeping waves,white noise therapy,0cpduywuDxd7BRaw9mCEm8,0.0761,0.851,5,-20.889,0,0.07,0.146,0.257,0.504,0.00242,171.107,1,N,8
anoche aprendí,orquesta mulenze,0F2pZ0h1NbMdzjmAC79u7L,0.588,0.944,5,-3.924,0,0.0427,0.255,0.0011,0.322,0.884,100.062,4,N,1
reaccion,horcas,6y9YSF0B1m832j7EIDbQMt,0.367,0.93,8,-4.976,1,0.0552,2.52e-05,0.0485,0.301,0.333,85.002,4,N,0
noche de lluvia,landa la sensación,7n7LspIVXAquaEJ9wfTfwH,0.772,0.707,4,-3.066,1,0.032,0.353,0.0,0.145,0.743,130.11,4,N,6
walk with us - for black lives matter,alexis ffrench,6XmozAAnvBf2VtLL53AkX0,0.299,0.0264,9,-26.535,0,0.0469,0.995,0.882,0.073,0.235,168.963,5,N,7
ария мистера икс из оперетты ''принцесса цирка'',nikolay kopylov,4hG5YfPEvOSAb7VGg3y8M3,0.178,0.439,10,-9.031,0,0.0481,0.99,0.511,0.0829,0.188,73.95,3,N,2
jestem niewinny,bajorek,5QNq5sYZCs1cdxhIoEh1vB,0.844,0.737,0,-7.398,1,0.0405,0.0584,0.0,0.122,0.954,140.001,4,N,6
black goat of the woods,unleash the archers,6XEIjrIXmdYF45Kk04ltRO,0.407,0.964,2,-1.611,1,0.148,7.51e-05,0.00335,0.239,0.175,179.902,4,N,0
cúrame,rauw alejandro,1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,4,N,1
1 day 2 nights,hrvy,7bRu6qrKsJlwbxf04aZiTT,0.747,0.749,0,-6.337,1,0.0558,0.0798,1.79e-06,0.318,0.914,121.964,4,N,6
"mtg - antes de me conhecer, até neymar de cara",dj wesley gonzaga,0E2Tf1I1vrjbkE8sjB17Uh,0.633,0.641,10,-1.777,1,0.454,0.71,0.000491,0.14,0.59,83.804,3,N,6
caledonia,celtic thunder,6qwbzh65x5ZqEqxlZwbKlf,0.447,0.502,10,-6.573,1,0.0256,0.205,2.51e-06,0.25,0.357,92.021,3,N,2
mr mingo,miracle legion,0aQZRGfC66TyUKCzdpVnYF,0.36,0.809,0,-7.637,1,0.04,0.119,0.0229,0.273,0.647,151.781,4,N,0
such a night,elvis presley,1vGfZYrNSxT72PdgToMubU,0.418,0.766,11,-11.415,1,0.0862,0.747,0.0,0.222,0.906,171.755,4,N,6
ruination day part 2,gillian welch,4kD0FTirtA2i7mt271kmfM,0.674,0.0688,2,-13.152,1,0.0404,0.914,0.00183,0.11,0.0698,147.701,4,N,2
ele reina - ao vivo,jefferson & suellen,5n2S5HSEs2iLV5ro1tc7bL,0.402,0.641,6,-7.217,1,0.0392,0.17,0.0,0.367,0.192,117.973,4,N,0
i feel therefore i am,the cowboys,0uvIZmM4QbKrIBWcCTaBNe,0.42,0.916,10,-5.994,0,0.042,0.000252,0.692,0.251,0.739,131.74,4,N,3
these countless sleepless nights,blind witness,6prvMx5SVgsFf8Iocaxvqz,0.414,0.994,11,-2.634,0,0.243,1.24e-05,0.214,0.262,0.192,199.994,4,N,0
a day - live at 日本武道館’17 - remastered 2022,eikichi yazawa,0U8p0THj4vrpCTOLK3gU5q,0.433,0.425,2,-8.583,1,0.0295,0.00346,0.00415,0.713,0.124,145.92,4,N,4
knockout,tungevaag,1YFwmEAnSUx9ZAgWT39i1L,0.643,0.609,4,-4.304,0,0.0397,0.299,0.0,0.176,0.462,94.996,4,N,1
hüpfen bis die insel wackelt,lorenz büffel,1HH49txgBABUuy86Y2m4EK,0.686,0.88,1,-4.252,1,0.107,0.0765,0.0,0.303,0.318,136.0,4,N,0
magneto,henry jackman,2ub6QpT59Ho6dqQWpp30I2,0.52,0.803,8,-8.512,1,0.0806,0.17,0.857,0.0888,0.054,84.978,4,N,3
tears of a dragonheart,bloodbound,588TQ8545hoDTJij5yDqa7,0.418,0.965,4,-2.992,0,0.119,0.0591,0.0,0.33,0.377,179.967,4,N,0
floor 555,xxxtentacion,6r7ULK6c5CLVvImjTIztl1,0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,105.219,4,N,1
stay where you are,yuna,68GFZFc2Fa5HLdv6TXziSD,0.568,0.339,10,-8.661,1,0.0289,0.687,2.52e-05,0.24,0.121,124.819,4,N,2
karıncalar,hidra,2rJZkXH2XwFqQTKpjOb1Cn,0.728,0.538,7,-11.973,1,0.167,0.129,0.0,0.491,0.339,89.993,4,N,6
this charming man - 2011 remaster,the smiths,1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,4,N,6
that would be the sun,adam beyer,1HFm4ODD8yUHK3fjyOOV3n,0.636,0.92,11,-5.537,1,0.0371,0.000132,0.915,0.11,0.263,126.006,4,N,3
the helmet song,poop emoji,1h6OFz8gXHF4ibz9InXySs,0.603,0.872,1,-7.628,1,0.272,0.212,0.0,0.278,0.905,99.757,4,N,6
krooshin nizhalil,kester,2P6tudjrfvhEf3gn39Ep3S,0.499,0.407,2,-7.76,0,0.0259,0.454,0.0,0.1,0.168,84.953,4,N,2
